bond_type,currency,time_to_maturity_days,coupon_type,label
Agency,CAD,457,fixed,C
Agency,USD,322,floating,A
Agency,CAD,309,fixed,C
Agency,USD,847,fixed,D
Agency,USD,152,fixed,B
Agency,USD,341,floating,A
Agency,USD,362,fixed,B
Agency,USD,408,fixed,D
Agency,CAD,1958,fixed,C
Agency,USD,1885,fixed,D
Agency,USD,325,fixed,B
Agency,USD,371,fixed,D
Agency,USD,918,fixed,D
Agency,USD,306,fixed,B
Agency,CAD,378,fixed,C
Agency,CAD,407,fixed,C
Agency,USD,428,fixed,D
Agency,USD,341,fixed,B
Agency,USD,408,floating,A
Agency,CAD,367,fixed,C
Agency,USD,304,fixed,B
Agency,USD,727,floating,A
Agency,CAD,414,fixed,C
Agency,CAD,1335,floating,C
Agency,USD,446,fixed,D
Agency,USD,707,fixed,D
Agency,USD,650,fixed,D
Agency,USD,419,fixed,D
Agency,USD,349,fixed,B
Agency,USD,264,fixed,B
Agency,USD,330,fixed,B
Agency,USD,481,fixed,D
Agency,USD,330,fixed,B
Agency,USD,625,fixed,D
Agency,CAD,396,fixed,C
Agency,USD,117,floating,A
Agency,CAD,354,fixed,C
Agency,USD,334,floating,A
Agency,USD,427,fixed,D
Agency,CAD,708,fixed,C
Agency,USD,1244,fixed,D
Agency,USD,450,floating,A
Agency,USD,1209,fixed,D
Agency,USD,1397,floating,A
Agency,USD,353,floating,A
Agency,USD,363,fixed,B
Agency,USD,626,fixed,D
Agency,USD,1078,fixed,D
Agency,USD,1714,fixed,D
Agency,USD,1669,fixed,D
Agency,USD,337,floating,A
Agency,USD,502,fixed,D
Agency,USD,834,fixed,D
Agency,USD,389,fixed,D
Agency,USD,426,fixed,D
Agency,USD,884,floating,A
Agency,USD,1074,fixed,D
Agency,USD,364,floating,A
Agency,CAD,616,fixed,C
Agency,CAD,68,fixed,C
Agency,USD,1400,fixed,D
Agency,USD,343,fixed,B
Agency,USD,344,fixed,B
Agency,CAD,1651,floating,C
Agency,USD,342,floating,A
Agency,USD,1668,fixed,D
Agency,USD,1525,fixed,D
Agency,USD,208,floating,A
Agency,CAD,410,floating,C
Agency,CAD,414,fixed,C
Agency,USD,308,fixed,B
Agency,USD,315,floating,A
Agency,USD,525,fixed,D
Agency,USD,296,fixed,B
Agency,CAD,374,floating,C
Agency,USD,1405,fixed,D
Agency,USD,348,floating,A
Agency,USD,691,fixed,D
Agency,USD,418,fixed,D
Agency,USD,482,floating,A
Agency,USD,307,floating,A
Agency,CAD,231,floating,C
Agency,USD,1480,floating,A
Agency,USD,350,fixed,B
Agency,USD,1605,floating,A
Agency,USD,376,floating,A
Agency,USD,90,fixed,B
Agency,USD,314,fixed,B
Agency,USD,1772,fixed,D
Agency,USD,392,fixed,D
Agency,USD,14,fixed,B
Agency,USD,1720,fixed,D
Agency,CAD,1625,fixed,C
Agency,CAD,416,fixed,C
Agency,USD,1,fixed,B
Agency,USD,363,floating,A
Agency,USD,848,fixed,D
Agency,CAD,351,fixed,C
Agency,USD,1808,fixed,D
Agency,USD,683,floating,A
Agency,USD,425,floating,A
Agency,CAD,387,fixed,C
Agency,USD,1139,fixed,D
Agency,USD,373,fixed,D
Agency,USD,795,fixed,D
Agency,USD,418,fixed,D
Agency,CAD,782,fixed,C
Agency,USD,306,fixed,B
Agency,USD,427,fixed,D
Agency,USD,314,fixed,B
Agency,USD,373,fixed,D
Agency,USD,1542,fixed,D
Agency,USD,1071,fixed,D
Agency,CAD,334,fixed,C
Agency,USD,310,fixed,B
Agency,USD,356,floating,A
Agency,USD,407,fixed,D
Agency,USD,641,fixed,D
Agency,USD,398,fixed,D
Agency,USD,1960,floating,A
Agency,USD,446,floating,A
Agency,USD,340,floating,A
Agency,USD,389,fixed,D
Agency,USD,378,floating,A
Agency,USD,357,fixed,B
Agency,USD,340,floating,A
Agency,CAD,376,floating,C
Agency,USD,381,fixed,D
Agency,USD,424,fixed,D
Agency,USD,305,fixed,B
Agency,USD,1693,fixed,D
Agency,USD,1249,floating,A
Agency,USD,411,fixed,D
Agency,USD,338,fixed,B
Agency,USD,391,floating,A
Agency,USD,1251,fixed,D
Agency,USD,394,fixed,D
Agency,USD,401,fixed,D
Agency,USD,1909,floating,A
Agency,USD,1572,fixed,D
Agency,USD,1719,fixed,D
Agency,USD,52,fixed,B
Agency,USD,340,floating,A
Agency,USD,428,fixed,D
Agency,CAD,847,fixed,C
Agency,USD,321,floating,A
Agency,USD,419,fixed,D
Agency,CAD,1891,fixed,C
Agency,USD,1261,fixed,D
Agency,USD,385,fixed,D
Agency,USD,248,fixed,B
Agency,USD,49,fixed,B
Agency,USD,1944,fixed,D
Agency,USD,404,fixed,D
Agency,USD,355,fixed,B
Agency,USD,1391,fixed,D
Agency,USD,422,fixed,D
Agency,USD,350,floating,A
Agency,USD,1692,floating,A
Agency,USD,405,fixed,D
Agency,USD,1869,floating,A
Agency,CAD,1735,floating,C
Agency,USD,333,fixed,B
Agency,USD,1221,floating,A
Agency,USD,334,floating,A
Agency,USD,386,fixed,D
Agency,USD,1742,fixed,D
Agency,CAD,301,fixed,C
Agency,USD,303,fixed,B
Agency,USD,1558,fixed,D
Agency,CAD,393,fixed,C
Agency,USD,335,fixed,B
Agency,CAD,1527,fixed,C
Agency,USD,429,floating,A
Agency,USD,432,fixed,D
Agency,CAD,1793,fixed,C
Agency,USD,1442,fixed,D
Agency,USD,388,fixed,D
Agency,USD,339,fixed,B
Agency,USD,392,fixed,D
Agency,USD,1431,fixed,D
Agency,USD,37,fixed,B
Agency,USD,219,fixed,B
Agency,USD,489,fixed,D
Agency,USD,1932,fixed,D
Agency,USD,347,fixed,B
Agency,USD,1468,fixed,D
Agency,USD,217,floating,A
Agency,USD,375,fixed,D
Agency,USD,355,fixed,B
Agency,USD,1854,fixed,D
Agency,USD,405,fixed,D
Agency,USD,1772,floating,A
Agency,USD,1169,fixed,D
Agency,CAD,414,fixed,C
Agency,CAD,325,fixed,C
Agency,USD,387,fixed,D
Agency,CAD,1283,fixed,C
Agency,CAD,1277,fixed,C
Agency,USD,367,fixed,D
Agency,USD,405,fixed,D
Agency,USD,420,fixed,D
Agency,USD,328,floating,A
Agency,USD,681,fixed,D
Agency,USD,307,fixed,B
Agency,USD,322,fixed,B
Agency,CAD,589,fixed,C
Agency,USD,163,fixed,B
Agency,USD,141,fixed,B
Agency,USD,356,fixed,B
Agency,USD,369,fixed,D
Agency,CAD,574,fixed,C
Agency,USD,305,fixed,B
Agency,USD,308,fixed,B
Agency,USD,922,fixed,D
Agency,USD,317,fixed,B
Agency,USD,19,fixed,B
Agency,USD,339,fixed,B
Agency,USD,754,floating,A
Agency,USD,159,fixed,B
Agency,USD,429,fixed,D
Agency,USD,391,fixed,D
Agency,USD,924,floating,A
Agency,USD,36,fixed,B
Agency,USD,1203,fixed,D
Agency,USD,1303,fixed,D
Agency,CAD,99,fixed,C
Agency,USD,650,floating,A
Agency,USD,425,fixed,D
Agency,USD,313,fixed,B
Agency,USD,284,fixed,B
Agency,USD,396,fixed,D
Agency,USD,1922,floating,A
Agency,USD,422,floating,A
Agency,USD,417,floating,A
Agency,USD,339,fixed,B
Agency,USD,1418,fixed,D
Agency,USD,382,fixed,D
Agency,USD,645,fixed,D
Agency,USD,1263,floating,A
Agency,USD,668,fixed,D
Agency,USD,1039,fixed,D
Agency,CAD,612,fixed,C
Agency,USD,323,floating,A
Agency,USD,316,fixed,B
Agency,USD,717,fixed,D
Agency,USD,400,fixed,D
Agency,USD,1471,floating,A
Agency,CAD,10,fixed,C
Agency,USD,373,fixed,D
Agency,USD,425,fixed,D
Agency,USD,1995,floating,A
Agency,USD,674,floating,A
Agency,CAD,1382,fixed,C
Agency,USD,834,fixed,D
Agency,USD,1290,fixed,D
Agency,USD,78,fixed,B
Agency,USD,398,fixed,D
Agency,USD,980,fixed,D
Agency,USD,360,floating,A
Agency,USD,207,fixed,B
Agency,USD,631,fixed,D
Agency,USD,1137,fixed,D
Agency,USD,50,fixed,B
Agency,USD,933,fixed,D
Agency,USD,963,fixed,D
Agency,USD,329,fixed,B
Agency,USD,1512,fixed,D
Agency,CAD,374,fixed,C
Agency,USD,334,fixed,B
Agency,USD,320,fixed,B
Agency,USD,1903,fixed,D
Agency,USD,1620,fixed,D
Agency,USD,1371,fixed,D
Agency,CAD,325,fixed,C
Agency,USD,507,fixed,D
Agency,USD,367,floating,A
Agency,USD,1342,fixed,D
Agency,USD,886,fixed,D
Agency,USD,312,fixed,B
Agency,USD,1815,floating,A
Agency,USD,1656,fixed,D
Agency,USD,253,floating,A
Agency,USD,302,fixed,B
Agency,USD,872,floating,A
Agency,USD,361,fixed,B
Agency,USD,365,fixed,B
Agency,USD,1413,fixed,D
Agency,USD,329,fixed,B
Agency,USD,417,floating,A
Agency,USD,307,floating,A
Agency,USD,1928,fixed,D
Agency,USD,1773,fixed,D
Agency,USD,1552,fixed,D
Agency,USD,1397,fixed,D
Agency,USD,414,fixed,D
Agency,USD,1297,fixed,D
Agency,CAD,513,fixed,C
Agency,CAD,336,floating,C
Agency,USD,1845,fixed,D
Agency,USD,1307,floating,A
Agency,USD,1448,fixed,D
Agency,CAD,401,floating,C
Agency,USD,371,fixed,D
Agency,USD,1497,fixed,D
Agency,USD,512,fixed,D
Agency,USD,1852,floating,A
Agency,USD,307,fixed,B
Agency,USD,367,floating,A
Agency,USD,303,fixed,B
Agency,USD,410,floating,A
Agency,CAD,781,fixed,C
Agency,USD,776,floating,A
Agency,USD,350,fixed,B
Agency,USD,1087,fixed,D
Agency,USD,1049,fixed,D
Agency,CAD,1087,fixed,C
Agency,USD,324,fixed,B
Agency,USD,1674,fixed,D
Agency,CAD,307,fixed,C
Agency,USD,822,floating,A
Agency,USD,1714,fixed,D
Agency,USD,413,floating,A
Agency,USD,78,fixed,B
Agency,USD,1264,fixed,D
Agency,USD,392,floating,A
Agency,CAD,1688,fixed,C
Agency,USD,402,fixed,D
Agency,USD,318,fixed,B
Agency,USD,291,fixed,B
Agency,USD,337,fixed,B
Agency,CAD,1644,fixed,C
Agency,USD,238,floating,A
Agency,USD,304,fixed,B
Agency,USD,423,fixed,D
Agency,USD,1298,fixed,D
Agency,CAD,395,fixed,C
Agency,USD,363,fixed,B
Agency,USD,392,floating,A
Agency,USD,1977,fixed,D
Agency,USD,312,fixed,B
Agency,USD,411,floating,A
Agency,USD,366,fixed,D
Agency,USD,1303,fixed,D
Agency,USD,1663,fixed,D
Agency,USD,396,fixed,D
Agency,USD,345,fixed,B
Agency,USD,338,floating,A
Agency,USD,1045,fixed,D
Agency,USD,386,fixed,D
Agency,USD,281,fixed,B
Agency,USD,184,floating,A
Agency,USD,1468,fixed,D
Agency,CAD,895,floating,C
Agency,USD,144,fixed,B
Agency,USD,394,floating,A
Agency,CAD,192,fixed,C
Agency,USD,391,fixed,D
Agency,USD,316,fixed,B
Agency,USD,349,floating,A
Agency,USD,1807,fixed,D
Agency,USD,325,fixed,B
Agency,USD,329,fixed,B
Agency,USD,943,fixed,D
Agency,USD,1515,floating,A
Agency,USD,1839,floating,A
Agency,CAD,395,fixed,C
Agency,USD,921,fixed,D
Agency,USD,392,fixed,D
Agency,CAD,215,fixed,C
Agency,USD,1610,fixed,D
Agency,USD,302,fixed,B
Agency,USD,952,fixed,D
Agency,USD,338,fixed,B
Agency,USD,1576,fixed,D
Agency,USD,303,fixed,B
Agency,USD,369,floating,A
Agency,USD,314,fixed,B
Agency,USD,1359,fixed,D
Agency,USD,1640,fixed,D
Agency,USD,609,fixed,D
Agency,USD,393,fixed,D
Agency,USD,1015,fixed,D
Agency,USD,370,fixed,D
Agency,USD,46,fixed,B
Agency,USD,382,floating,A
Agency,CAD,868,fixed,C
Agency,USD,858,fixed,D
Agency,USD,327,fixed,B
Agency,USD,422,fixed,D
Agency,USD,1685,floating,A
Agency,USD,403,fixed,D
Agency,CAD,413,fixed,C
Agency,CAD,349,fixed,C
Agency,USD,1564,fixed,D
Agency,USD,321,floating,A
Agency,USD,1028,fixed,D
Agency,USD,554,fixed,D
Agency,USD,306,floating,A
Agency,USD,331,floating,A
Agency,USD,1822,floating,A
Agency,CAD,1756,fixed,C
Agency,USD,120,fixed,B
Agency,USD,1006,fixed,D
Agency,CAD,1081,fixed,C
Agency,USD,760,fixed,D
Agency,USD,1660,fixed,D
Agency,USD,509,fixed,D
Agency,USD,410,fixed,D
Agency,USD,329,fixed,B
Agency,USD,1384,fixed,D
Agency,USD,368,fixed,D
Agency,USD,188,fixed,B
